"level","variable","pct_missing","stratum","pct_missing_overall","run_id","run_ts"
"1","serum_phos",20.6574394463668,"imv_proc",53.2337923564908,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_phos",54.7102942388527,"location",53.2337923564908,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_phos",47.8280819822576,"location",53.2337923564908,"20260204_140017","2026-02-04 14:00:17.499946"
"2","serum_phos",58.0996884735203,"location",53.2337923564908,"20260204_140017","2026-02-04 14:00:17.499946"
"3","serum_phos",54.76688867745,"location",53.2337923564908,"20260204_140017","2026-02-04 14:00:17.499946"
"2","temp_new",57.3712673407007,"encounter_type",48.1974315333436,"20260204_140017","2026-02-04 14:00:17.499946"
"3","temp_new",43.6988354663899,"encounter_type",48.1974315333436,"20260204_140017","2026-02-04 14:00:17.499946"
"0","temp_new",51.8981200727714,"has_abg",48.1974315333436,"20260204_140017","2026-02-04 14:00:17.499946"
"1","temp_new",41.6791283913694,"has_abg",48.1974315333436,"20260204_140017","2026-02-04 14:00:17.499946"
"0","temp_new",47.9936929099608,"has_vbg",48.1974315333436,"20260204_140017","2026-02-04 14:00:17.499946"
"1","temp_new",48.6997319034853,"has_vbg",48.1974315333436,"20260204_140017","2026-02-04 14:00:17.499946"
"0","temp_new",48.0707255465552,"imv_proc",48.1974315333436,"20260204_140017","2026-02-04 14:00:17.499946"
"1","temp_new",49.204152249135,"imv_proc",48.1974315333436,"20260204_140017","2026-02-04 14:00:17.499946"
"0","temp_new",35.9845050688206,"location",48.1974315333436,"20260204_140017","2026-02-04 14:00:17.499946"
"1","temp_new",56.8369531966962,"location",48.1974315333436,"20260204_140017","2026-02-04 14:00:17.499946"
"2","temp_new",39.6157840083074,"location",48.1974315333436,"20260204_140017","2026-02-04 14:00:17.499946"
"3","temp_new",68.7916270218839,"location",48.1974315333436,"20260204_140017","2026-02-04 14:00:17.499946"
"2","hr",34.0583117799201,"encounter_type",36.4304502552994,"20260204_140017","2026-02-04 14:00:17.499946"
"3","hr",37.5936815404128,"encounter_type",36.4304502552994,"20260204_140017","2026-02-04 14:00:17.499946"
"0","hr",35.0697392359005,"has_abg",36.4304502552994,"20260204_140017","2026-02-04 14:00:17.499946"
"1","hr",38.8271736808374,"has_abg",36.4304502552994,"20260204_140017","2026-02-04 14:00:17.499946"
"0","hr",33.1829056111353,"has_vbg",36.4304502552994,"20260204_140017","2026-02-04 14:00:17.499946"
"1","hr",44.4369973190349,"has_vbg",36.4304502552994,"20260204_140017","2026-02-04 14:00:17.499946"
"0","hr",36.1249020120199,"imv_proc",36.4304502552994,"20260204_140017","2026-02-04 14:00:17.499946"
"1","hr",38.8581314878893,"imv_proc",36.4304502552994,"20260204_140017","2026-02-04 14:00:17.499946"
"0","hr",35.6960356053738,"location",36.4304502552994,"20260204_140017","2026-02-04 14:00:17.499946"
"1","hr",53.380238605078,"location",36.4304502552994,"20260204_140017","2026-02-04 14:00:17.499946"
"2","hr",49.0134994807892,"location",36.4304502552994,"20260204_140017","2026-02-04 14:00:17.499946"
"3","hr",12.4262607040913,"location",36.4304502552994,"20260204_140017","2026-02-04 14:00:17.499946"
"2","dbp",35.1399012461792,"encounter_type",29.931920160916,"20260204_140017","2026-02-04 14:00:17.499946"
"3","dbp",27.3780698720166,"encounter_type",29.931920160916,"20260204_140017","2026-02-04 14:00:17.499946"
"0","dbp",31.6616130988478,"has_abg",29.931920160916,"20260204_140017","2026-02-04 14:00:17.499946"
"1","dbp",26.8852809228797,"has_abg",29.931920160916,"20260204_140017","2026-02-04 14:00:17.499946"
"0","dbp",24.8423227490213,"has_vbg",29.931920160916,"20260204_140017","2026-02-04 14:00:17.499946"
"1","dbp",42.4798927613941,"has_vbg",29.931920160916,"20260204_140017","2026-02-04 14:00:17.499946"
"0","dbp",29.4922045118021,"imv_proc",29.931920160916,"20260204_140017","2026-02-04 14:00:17.499946"
"1","dbp",33.4256055363322,"imv_proc",29.931920160916,"20260204_140017","2026-02-04 14:00:17.499946"
"0","dbp",10.4178686227644,"location",29.931920160916,"20260204_140017","2026-02-04 14:00:17.499946"
"1","dbp",39.0027531355154,"location",29.931920160916,"20260204_140017","2026-02-04 14:00:17.499946"
"2","dbp",43.6656282450675,"location",29.931920160916,"20260204_140017","2026-02-04 14:00:17.499946"
"3","dbp",58.6679352997146,"location",29.931920160916,"20260204_140017","2026-02-04 14:00:17.499946"
"2","sbp",34.6814013637432,"encounter_type",29.6534117282995,"20260204_140017","2026-02-04 14:00:17.499946"
"3","sbp",27.1878242822553,"encounter_type",29.6534117282995,"20260204_140017","2026-02-04 14:00:17.499946"
"0","sbp",31.3644633110976,"has_abg",29.6534117282995,"20260204_140017","2026-02-04 14:00:17.499946"
"1","sbp",26.6396069215979,"has_abg",29.6534117282995,"20260204_140017","2026-02-04 14:00:17.499946"
"0","sbp",24.5867768595041,"has_vbg",29.6534117282995,"20260204_140017","2026-02-04 14:00:17.499946"
"1","sbp",42.1447721179625,"has_vbg",29.6534117282995,"20260204_140017","2026-02-04 14:00:17.499946"
"0","sbp",29.2352582527654,"imv_proc",29.6534117282995,"20260204_140017","2026-02-04 14:00:17.499946"
"1","sbp",32.9757785467128,"imv_proc",29.6534117282995,"20260204_140017","2026-02-04 14:00:17.499946"
"0","sbp",9.96455946591939,"location",29.6534117282995,"20260204_140017","2026-02-04 14:00:17.499946"
"1","sbp",39.0333435301315,"location",29.6534117282995,"20260204_140017","2026-02-04 14:00:17.499946"
"2","sbp",43.613707165109,"location",29.6534117282995,"20260204_140017","2026-02-04 14:00:17.499946"
"3","sbp",58.325404376784,"location",29.6534117282995,"20260204_140017","2026-02-04 14:00:17.499946"
"2","wbc",18.4105337408888,"encounter_type",17.5692402908866,"20260204_140017","2026-02-04 14:00:17.499946"
"3","wbc",17.1566931857489,"encounter_type",17.5692402908866,"20260204_140017","2026-02-04 14:00:17.499946"
"0","wbc",20.600363856883,"has_abg",17.5692402908866,"20260204_140017","2026-02-04 14:00:17.499946"
"1","wbc",12.2302926725059,"has_abg",17.5692402908866,"20260204_140017","2026-02-04 14:00:17.499946"
"0","wbc",21.3625489343193,"has_vbg",17.5692402908866,"20260204_140017","2026-02-04 14:00:17.499946"
"1","wbc",8.2171581769437,"has_vbg",17.5692402908866,"20260204_140017","2026-02-04 14:00:17.499946"
"0","wbc",17.8817176204163,"imv_proc",17.5692402908866,"20260204_140017","2026-02-04 14:00:17.499946"
"1","wbc",15.0865051903114,"imv_proc",17.5692402908866,"20260204_140017","2026-02-04 14:00:17.499946"
"0","wbc",20.539025797412,"location",17.5692402908866,"20260204_140017","2026-02-04 14:00:17.499946"
"1","wbc",11.3337412052615,"location",17.5692402908866,"20260204_140017","2026-02-04 14:00:17.499946"
"2","wbc",14.3821391484943,"location",17.5692402908866,"20260204_140017","2026-02-04 14:00:17.499946"
"3","wbc",19.6384395813511,"location",17.5692402908866,"20260204_140017","2026-02-04 14:00:17.499946"
"2","serum_ca",15.918175405596,"encounter_type",10.1616896178245,"20260204_140017","2026-02-04 14:00:17.499946"
"3","serum_ca",7.33886775049003,"encounter_type",10.1616896178245,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_ca",13.0200121285628,"has_abg",10.1616896178245,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_ca",5.12710959196753,"has_abg",10.1616896178245,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_ca",11.3201391909526,"has_vbg",10.1616896178245,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_ca",7.30563002680965,"has_vbg",10.1616896178245,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_ca",10.6523821966728,"imv_proc",10.1616896178245,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_ca",6.26297577854671,"imv_proc",10.1616896178245,"20260204_140017","2026-02-04 14:00:17.499946"
"0","serum_ca",13.5910327206791,"location",10.1616896178245,"20260204_140017","2026-02-04 14:00:17.499946"
"1","serum_ca",4.29795044356072,"location",10.1616896178245,"20260204_140017","2026-02-04 14:00:17.499946"
"2","serum_ca",9.50155763239875,"location",10.1616896178245,"20260204_140017","2026-02-04 14:00:17.499946"
