"cohort","outcome","outcome_label","bin_lo","bin_mid","n_bin","rate","run_id","run_ts"
"VBG","niv_proc","NIV",82,82.5,70,0.171428571428571,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",25,25.5,337,0.207715133531157,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",26,26.5,441,0.229024943310658,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",27,27.5,486,0.213991769547325,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",28,28.5,630,0.214285714285714,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",29,29.5,670,0.177611940298507,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",30,30.5,943,0.183457051961824,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",31,31.5,983,0.190233977619532,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",32,32.5,1206,0.183250414593698,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",33,33.5,1407,0.189765458422175,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",34,34.5,1568,0.172831632653061,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",35,35.5,1684,0.158551068883611,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",36,36.5,2010,0.157213930348259,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",37,37.5,1957,0.150229943791518,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",38,38.5,2348,0.153747870528109,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",39,39.5,2277,0.147123407992973,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",40,40.5,3549,0.113834883065652,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",41,41.5,3325,0.103759398496241,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",42,42.5,3652,0.111993428258489,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",43,43.5,3488,0.102924311926606,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",44,44.5,3614,0.10431654676259,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",45,45.5,3330,0.107207207207207,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",46,46.5,3369,0.101216978331849,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",47,47.5,2908,0.104195323246217,"20260415_003149","2026-04-15 00:31:49.347034"
"VBG","death_60d","Death (60d)",48,48.5,2884,0.106102635228849,"20260415_003149","2026-04-15 00:31:49.347034"
