"outcome","outcome_var","group","co2_scale","strategy","co2_value","manuscript_eta","manuscript_var_eta","manuscript_p","manuscript_p_LCL","manuscript_p_UCL","discordance_eta","discordance_var_eta","discordance_p","discordance_p_LCL","discordance_p_UCL","abs_eta_diff","abs_var_eta_diff","abs_p_diff","abs_p_LCL_diff","abs_p_UCL_diff","run_id","run_ts"
"IMV","imv_proc","ABG","paco2","marginal_standardized",32.035175879397,-1.19029663279654,0.0119109232463102,0.233205887429515,0.19714961036844,0.27360911728267,-1.19029663279654,0.0119109232463102,0.233205887429515,0.19714961036844,0.27360911728267,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",32.3467336683417,-1.2011539630395,0.0116116908648476,0.231269996505359,0.195862282542525,0.270922120928619,-1.2011539630395,0.0116116908648476,0.231269996505359,0.195862282542525,0.270922120928619,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",32.6582914572864,-1.21291161692783,0.0112919338442006,0.229186279377746,0.194475394690325,0.268031075178318,-1.21291161692783,0.0112919338442006,0.229186279377746,0.194475394690325,0.268031075178318,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",32.9698492462312,-1.22558133870802,0.0109532198087167,0.226955730382294,0.192988035977439,0.26493929153115,-1.22558133870802,0.0109532198087167,0.226955730382294,0.192988035977439,0.26493929153115,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",33.2814070351759,-1.23917494807539,0.010598235943664,0.224579630610418,0.191397890763946,0.261652481473958,-1.23917494807539,0.010598235943664,0.224579630610418,0.191397890763946,0.261652481473958,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",33.5929648241206,-1.25370434227547,0.0102308372557045,0.222059558190418,0.189701080862438,0.258178959341247,-1.25370434227547,0.0102308372557045,0.222059558190418,0.189701080862438,0.258178959341247,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",33.9045226130653,-1.26918149808912,0.00985609638442405,0.219397398313668,0.187891980815048,0.254529871131386,-1.26918149808912,0.00985609638442405,0.219397398313668,0.187891980815048,0.254529871131386,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",34.21608040201,-1.28561045148538,0.00948063013242212,0.216596714109305,0.185963806117179,0.250721470771697,-1.28561045148538,0.00948063013242212,0.216596714109305,0.185963806117179,0.250721470771697,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",34.5276381909548,-1.30291055607937,0.00911490766208959,0.213675582660279,0.183916365180231,0.246793887762278,-1.30291055607937,0.00911490766208959,0.213675582660279,0.183916365180231,0.246793887762278,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",34.8391959798995,-1.32095018107513,0.00877086731590305,0.210660251545841,0.18175385399516,0.242799794128673,-1.32095018107513,0.00877086731590305,0.210660251545841,0.18175385399516,0.242799794128673,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",35.1507537688442,-1.33959680436635,0.00845956814614382,0.207576371753544,0.179480723847441,0.238790136048388,-1.33959680436635,0.00845956814614382,0.207576371753544,0.179480723847441,0.238790136048388,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",35.4623115577889,-1.35871768208896,0.00819086206863925,0.204448791585571,0.177102307287768,0.23481295353972,-1.35871768208896,0.00819086206863925,0.204448791585571,0.177102307287768,0.23481295353972,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",35.7738693467337,-1.37817983124823,0.00797313309215725,0.201301485921964,0.174625586810526,0.230912353196081,-1.37817983124823,0.00797313309215725,0.201301485921964,0.174625586810526,0.230912353196081,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",36.0854271356784,-1.3978500172382,0.00781307837701775,0.198157502902757,0.172059977715836,0.227127520387003,-1.3978500172382,0.00781307837701775,0.198157502902757,0.172059977715836,0.227127520387003,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",36.3969849246231,-1.41759474625515,0.00771553175312297,0.195038928442855,0.169418028751852,0.223491870716928,-1.41759474625515,0.00771553175312297,0.195038928442855,0.169418028751852,0.223491870716928,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",36.7085427135678,-1.43728026256984,0.00768333042618003,0.191966868841334,0.166715924824042,0.22003245879699,-1.43728026256984,0.00768333042618003,0.191966868841334,0.166715924824042,0.22003245879699,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",37.0201005025126,-1.45677255058607,0.00771722566654695,0.188961451579612,0.16397368616904,0.216769751067164,-1.45677255058607,0.00771722566654695,0.188961451579612,0.16397368616904,0.216769751067164,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
"IMV","imv_proc","ABG","paco2","marginal_standardized",37.3316582914573,-1.4759373415785,0.00781583830716715,0.186041844233755,0.16121500352235,0.213717823021407,-1.4759373415785,0.00781583830716715,0.186041844233755,0.16121500352235,0.213717823021407,0,0,0,0,0,"20260423_104307","2026-04-23 10:43:07.487173"
