"variable","level","type","smd_pre","smd_post","group","imp","abs_post","run_id","run_ts"
"encounter_type","Emergency","factor",-0.367830558014862,-0.092025504889233,"ABG",20,0.092025504889233,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Inpatient","factor",0.367830558014862,0.0920255048892266,"ABG",20,0.0920255048892266,"20260421_094018","2026-04-21 09:40:18.841212"
"location","0","factor",0.170715533946593,0.0918286037611706,"ABG",9,0.0918286037611706,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Inpatient","factor",0.367830558014862,0.0916645176331979,"ABG",5,0.0916645176331979,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Emergency","factor",-0.367830558014862,-0.0916645176331925,"ABG",5,0.0916645176331925,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Inpatient","factor",0.367830558014862,0.0912702721482204,"ABG",2,0.0912702721482204,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Emergency","factor",-0.367830558014862,-0.091270272148208,"ABG",2,0.091270272148208,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Emergency","factor",-0.367830558014862,-0.0911678428579721,"ABG",4,0.0911678428579721,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Inpatient","factor",0.367830558014862,0.0911678428579637,"ABG",4,0.0911678428579637,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Emergency","factor",-0.367830558014862,-0.0911494361545241,"ABG",17,0.0911494361545241,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Inpatient","factor",0.367830558014862,0.0911494361545125,"ABG",17,0.0911494361545125,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Inpatient","factor",0.367830558014862,0.0910825664796069,"ABG",3,0.0910825664796069,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Emergency","factor",-0.367830558014862,-0.0910825664795839,"ABG",3,0.0910825664795839,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Emergency","factor",-0.367830558014862,-0.090830924965864,"ABG",7,0.090830924965864,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Inpatient","factor",0.367830558014862,0.0908309249658577,"ABG",7,0.0908309249658577,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Emergency","factor",-0.367830558014862,-0.0906595308797164,"ABG",11,0.0906595308797164,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Inpatient","factor",0.367830558014862,0.0906595308797046,"ABG",11,0.0906595308797046,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Emergency","factor",-0.367830558014862,-0.09040438536062,"ABG",15,0.09040438536062,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Inpatient","factor",0.367830558014862,0.0904043853606152,"ABG",15,0.0904043853606152,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Emergency","factor",-0.367830558014862,-0.0900652153387031,"ABG",9,0.0900652153387031,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Inpatient","factor",0.367830558014862,0.0900652153386925,"ABG",9,0.0900652153386925,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Emergency","factor",-0.367830558014862,-0.089921916221453,"ABG",6,0.089921916221453,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Inpatient","factor",0.367830558014862,0.0899219162214525,"ABG",6,0.0899219162214525,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Emergency","factor",-0.367830558014862,-0.0898072447866367,"ABG",10,0.0898072447866367,"20260421_094018","2026-04-21 09:40:18.841212"
"encounter_type","Inpatient","factor",0.367830558014862,0.089807244786633,"ABG",10,0.089807244786633,"20260421_094018","2026-04-21 09:40:18.841212"
