"outcome","modality","analysis_family","co2_representation","or_low_vs_normal","or_high_vs_normal","prob_normal","prob_low","prob_high","notes","run_id","run_ts"
"IMV","ABG","MI-logistic IPSW","cat3",1.34773492256281,1.2594618114195,0.211356401609464,0.265350223046659,0.252356367106934,"Current categorical ORs and predicted probabilities.","20260421_094018","2026-04-21 09:40:18.841212"
"IMV","VBG","MI-logistic IPSW","cat3",1.53168178013046,1.5842547972031,0.166293933042916,0.234018532510929,0.240122165098657,"Current categorical ORs and predicted probabilities.","20260421_094018","2026-04-21 09:40:18.841212"
"NIV","ABG","MI-logistic IPSW","cat3",1.05008275659957,2.76753873277975,0.0827076560328018,0.0864916154987045,0.199702356641722,"Current categorical ORs and predicted probabilities.","20260421_094018","2026-04-21 09:40:18.841212"
"NIV","VBG","MI-logistic IPSW","cat3",1.00200509851863,2.95846850957576,0.0193349956917289,0.0193730131989063,0.0551149395619213,"Current categorical ORs and predicted probabilities.","20260421_094018","2026-04-21 09:40:18.841212"
"IMV","ABG","MI-logistic IPSW","spline",1.19371476964876,1.03369692235531,0.203969959881882,0.234227171143125,0.20940385361308,"Current modality-specific reference profile.","20260421_094018","2026-04-21 09:40:18.841212"
"NIV","ABG","MI-logistic IPSW","spline",1.06224957994929,1.35439985591054,0.0796945757839528,0.0842376306512323,0.104973477699421,"Current modality-specific reference profile.","20260421_094018","2026-04-21 09:40:18.841212"
"IMV","VBG","MI-logistic IPSW","spline",1.16144477924688,1.10081609933727,0.168841315122048,0.190896307642961,0.182752439994963,"Current modality-specific reference profile.","20260421_094018","2026-04-21 09:40:18.841212"
"NIV","VBG","MI-logistic IPSW","spline",1.02819877993722,1.43091390846374,0.017439490980658,0.0179224495835598,0.0247682785879423,"Current modality-specific reference profile.","20260421_094018","2026-04-21 09:40:18.841212"
