"batch","stage","status","failure_stage","m_batch","seed","ok","error_message","started_at","finished_at","m_done_before","m_done_after","seconds","gc_vcells_used_mb_pre","gc_vcells_limit_mb_pre","gc_vcells_frac_pre","gc_vcells_used_mb_post","gc_vcells_limit_mb_post","gc_vcells_frac_post","rss_mb","imp_b_size_bytes","imp_acc_size_bytes","checkpoint_path","notes","run_id","run_ts"
1,"batch_started","started",NA,2,20351206,NA,NA,"2026-04-23 09:40:27.629015",NA,0,NA,NA,3625.5,16384,0.221282958984375,NA,NA,NA,3198.625,NA,NA,NA,"batch entry","20260423_093849","2026-04-23 09:38:49.543916"
1,"mice_call_entered","started",NA,2,20351206,NA,NA,"2026-04-23 09:40:27.900941",NA,0,0,NA,3625.5,16384,0.221282958984375,NA,NA,NA,3198.625,NA,NA,NA,"about to call mice::mice()","20260423_093849","2026-04-23 09:38:49.543916"
1,"mice_returned","ok",NA,2,20351206,TRUE,NA,"2026-04-23 09:40:27.900941","2026-04-23 09:40:29.304343",0,0,1.40340209007263,3625.5,16384,0.221282958984375,3627.1,16384,0.221380615234375,3150.484375,5023752,NA,NA,"mice() returned successfully","20260423_093849","2026-04-23 09:38:49.543916"
1,"ibind_started","started",NA,2,20351206,NA,NA,"2026-04-23 09:40:29.734523",NA,0,0,NA,3627.4,16384,0.22139892578125,NA,NA,NA,3150.546875,5023752,NA,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initial accumulator assignment","20260423_093849","2026-04-23 09:38:49.543916"
1,"ibind_completed","ok",NA,2,20351206,TRUE,NA,"2026-04-23 09:40:29.734523","2026-04-23 09:40:30.010188",0,2,0.275665044784546,3627.4,16384,0.22139892578125,3627.4,16384,0.22139892578125,3150.546875,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initialized accumulator","20260423_093849","2026-04-23 09:38:49.543916"
1,"checkpoint_started","started",NA,2,20351206,NA,NA,"2026-04-23 09:40:30.297328",NA,0,2,NA,3627.4,16384,0.22139892578125,NA,NA,NA,3150.546875,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","about to save accumulated mids checkpoint","20260423_093849","2026-04-23 09:38:49.543916"
1,"checkpoint_saved","completed",NA,2,20351206,TRUE,NA,"2026-04-23 09:40:30.297328","2026-04-23 09:40:30.365244",0,2,0.0679159164428711,3627.4,16384,0.22139892578125,3627.4,16384,0.22139892578125,3150.546875,5023752,5023752,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","saved accumulated mids checkpoint","20260423_093849","2026-04-23 09:38:49.543916"
2,"batch_started","started",NA,2,20451206,NA,NA,"2026-04-23 09:40:31.467789",NA,2,NA,NA,3627.4,16384,0.22139892578125,NA,NA,NA,3090.734375,NA,5023752,NA,"batch entry","20260423_093849","2026-04-23 09:38:49.543916"
2,"mice_call_entered","started",NA,2,20451206,NA,NA,"2026-04-23 09:40:31.760179",NA,2,2,NA,3627.4,16384,0.22139892578125,NA,NA,NA,3089.96875,NA,5023752,NA,"about to call mice::mice()","20260423_093849","2026-04-23 09:38:49.543916"
2,"mice_returned","ok",NA,2,20451206,TRUE,NA,"2026-04-23 09:40:31.760179","2026-04-23 09:40:33.303294",2,2,1.54311490058899,3627.4,16384,0.22139892578125,3629.1,16384,0.221502685546875,3002.59375,5023752,5023752,NA,"mice() returned successfully","20260423_093849","2026-04-23 09:38:49.543916"
