"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,5695.203125,0.22138671875,"2026-04-24 00:38:36.24245",NA,NA,NA,"20260424_003703","2026-04-24 00:37:03.981566"
1,"ibind_completed",0,2,NA,5023752,5695.203125,0.22138671875,"2026-04-24 00:38:36.24245","2026-04-24 00:38:36.506027",TRUE,NA,"20260424_003703","2026-04-24 00:37:03.981566"
2,"ibind_started",2,2,5023752,5023752,5610.28125,0.2215087890625,"2026-04-24 00:38:39.708131",NA,NA,NA,"20260424_003703","2026-04-24 00:37:03.981566"
2,"ibind_completed",2,2,5023752,5023752,5610.296875,0.2215087890625,"2026-04-24 00:38:39.708131","2026-04-24 00:38:40.000086",TRUE,NA,"20260424_003703","2026-04-24 00:37:03.981566"
3,"ibind_started",4,2,5480048,5023752,5642.9375,0.221533203125,"2026-04-24 00:38:43.227926",NA,NA,NA,"20260424_003703","2026-04-24 00:37:03.981566"
3,"ibind_completed",4,2,5480048,5023752,5642.96875,0.221533203125,"2026-04-24 00:38:43.227926","2026-04-24 00:38:43.520916",TRUE,NA,"20260424_003703","2026-04-24 00:37:03.981566"
4,"ibind_started",6,2,5936296,5023752,5905.546875,0.221563720703125,"2026-04-24 00:38:46.758849",NA,NA,NA,"20260424_003703","2026-04-24 00:37:03.981566"
4,"ibind_completed",6,2,5936296,5023752,5905.546875,0.221563720703125,"2026-04-24 00:38:46.758849","2026-04-24 00:38:47.066348",TRUE,NA,"20260424_003703","2026-04-24 00:37:03.981566"
5,"ibind_started",8,2,6392528,5023752,5998.3125,0.221588134765625,"2026-04-24 00:38:50.261246",NA,NA,NA,"20260424_003703","2026-04-24 00:37:03.981566"
5,"ibind_completed",8,2,6392528,5023752,5998.3125,0.221588134765625,"2026-04-24 00:38:50.261246","2026-04-24 00:38:50.570154",TRUE,NA,"20260424_003703","2026-04-24 00:37:03.981566"
6,"ibind_started",10,2,6852440,5023752,5894.3125,0.221612548828125,"2026-04-24 00:38:53.790486",NA,NA,NA,"20260424_003703","2026-04-24 00:37:03.981566"
6,"ibind_completed",10,2,6852440,5023752,5894.53125,0.22161865234375,"2026-04-24 00:38:53.790486","2026-04-24 00:38:54.083326",TRUE,NA,"20260424_003703","2026-04-24 00:37:03.981566"
7,"ibind_started",12,2,7307488,5023752,6004.71875,0.22164306640625,"2026-04-24 00:38:57.344871",NA,NA,NA,"20260424_003703","2026-04-24 00:37:03.981566"
7,"ibind_completed",12,2,7307488,5023752,6004.71875,0.22164306640625,"2026-04-24 00:38:57.344871","2026-04-24 00:38:57.638583",TRUE,NA,"20260424_003703","2026-04-24 00:37:03.981566"
8,"ibind_started",14,2,7762552,5023752,5913.265625,0.22166748046875,"2026-04-24 00:39:01.02366",NA,NA,NA,"20260424_003703","2026-04-24 00:37:03.981566"
8,"ibind_completed",14,2,7762552,5023752,5913.28125,0.22166748046875,"2026-04-24 00:39:01.02366","2026-04-24 00:39:01.355494",TRUE,NA,"20260424_003703","2026-04-24 00:37:03.981566"
9,"ibind_started",16,2,8217600,5023752,5913.484375,0.221697998046875,"2026-04-24 00:39:04.797921",NA,NA,NA,"20260424_003703","2026-04-24 00:37:03.981566"
9,"ibind_completed",16,2,8217600,5023752,5913.484375,0.221697998046875,"2026-04-24 00:39:04.797921","2026-04-24 00:39:05.106289",TRUE,NA,"20260424_003703","2026-04-24 00:37:03.981566"
10,"ibind_started",18,2,8673928,5023752,5918.71875,0.221722412109375,"2026-04-24 00:39:08.36806",NA,NA,NA,"20260424_003703","2026-04-24 00:37:03.981566"
10,"ibind_completed",18,2,8673928,5023752,5918.71875,0.221722412109375,"2026-04-24 00:39:08.36806","2026-04-24 00:39:08.677321",TRUE,NA,"20260424_003703","2026-04-24 00:37:03.981566"
