"batch","stage","status","failure_stage","m_batch","seed","ok","error_message","started_at","finished_at","m_done_before","m_done_after","seconds","gc_vcells_used_mb_pre","gc_vcells_limit_mb_pre","gc_vcells_frac_pre","gc_vcells_used_mb_post","gc_vcells_limit_mb_post","gc_vcells_frac_post","rss_mb","imp_b_size_bytes","imp_acc_size_bytes","checkpoint_path","notes","run_id","run_ts"
1,"batch_started","started",NA,2,20351206,NA,NA,"2026-04-24 00:11:54.830029",NA,0,NA,NA,4532.6,16384,0.27664794921875,NA,NA,NA,4418.53125,NA,NA,NA,"batch entry","20260424_000342","2026-04-24 00:03:42.269238"
1,"mice_call_entered","started",NA,2,20351206,NA,NA,"2026-04-24 00:11:55.107214",NA,0,0,NA,4532.6,16384,0.27664794921875,NA,NA,NA,4418.53125,NA,NA,NA,"about to call mice::mice()","20260424_000342","2026-04-24 00:03:42.269238"
1,"mice_returned","ok",NA,2,20351206,TRUE,NA,"2026-04-24 00:11:55.107214","2026-04-24 00:12:22.140969",0,0,27.0337550640106,4532.6,16384,0.27664794921875,4573.7,16384,0.279156494140625,4343.40625,119192960,NA,NA,"mice() returned successfully","20260424_000342","2026-04-24 00:03:42.269238"
1,"ibind_started","started",NA,2,20351206,NA,NA,"2026-04-24 00:12:23.795848",NA,0,0,NA,4580.5,16384,0.279571533203125,NA,NA,NA,4343.40625,119192960,NA,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initial accumulator assignment","20260424_000342","2026-04-24 00:03:42.269238"
1,"ibind_completed","ok",NA,2,20351206,TRUE,NA,"2026-04-24 00:12:23.795848","2026-04-24 00:12:24.073986",0,2,0.278138160705566,4580.5,16384,0.279571533203125,4580.5,16384,0.279571533203125,4343.40625,119192960,119192960,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_b_batch_01.rds","initialized accumulator","20260424_000342","2026-04-24 00:03:42.269238"
1,"checkpoint_started","started",NA,2,20351206,NA,NA,"2026-04-24 00:12:24.375022",NA,0,2,NA,4580.5,16384,0.279571533203125,NA,NA,NA,4343.40625,119192960,119192960,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","about to save accumulated mids checkpoint","20260424_000342","2026-04-24 00:03:42.269238"
1,"checkpoint_saved","completed",NA,2,20351206,TRUE,NA,"2026-04-24 00:12:24.375022","2026-04-24 00:12:25.74228",0,2,1.36725807189941,4580.5,16384,0.279571533203125,4580.5,16384,0.279571533203125,4343.40625,119192960,119192960,"/Users/reblocke/Research/abg-vbg-project/Results/mi_batch_checkpoints/imp_acc_after_batch_01.rds","saved accumulated mids checkpoint","20260424_000342","2026-04-24 00:03:42.269238"
2,"batch_started","started",NA,2,20451206,NA,NA,"2026-04-24 00:12:26.823451",NA,2,NA,NA,4580.5,16384,0.279571533203125,NA,NA,NA,4343.40625,NA,119192960,NA,"batch entry","20260424_000342","2026-04-24 00:03:42.269238"
2,"mice_call_entered","started",NA,2,20451206,NA,NA,"2026-04-24 00:12:27.11547",NA,2,2,NA,4580.5,16384,0.279571533203125,NA,NA,NA,4343.40625,NA,119192960,NA,"about to call mice::mice()","20260424_000342","2026-04-24 00:03:42.269238"
2,"mice_returned","ok",NA,2,20451206,TRUE,NA,"2026-04-24 00:12:27.11547","2026-04-24 00:12:54.085884",2,2,26.9704141616821,4580.5,16384,0.279571533203125,4621.6,16384,0.282080078125,4433.921875,119192960,119192960,NA,"mice() returned successfully","20260424_000342","2026-04-24 00:03:42.269238"
