"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,5023752,3458.75,0.221392822265625,"2026-04-23 08:20:46.514389",NA,NA,NA,"20260423_081857","2026-04-23 08:18:57.625032"
1,"ibind_completed",0,2,NA,5023752,3458.75,0.221392822265625,"2026-04-23 08:20:46.514389","2026-04-23 08:20:46.854405",TRUE,NA,"20260423_081857","2026-04-23 08:18:57.625032"
2,"ibind_started",2,2,5023752,5023752,3667.578125,0.221514892578125,"2026-04-23 08:20:50.427469",NA,NA,NA,"20260423_081857","2026-04-23 08:18:57.625032"
2,"ibind_completed",2,2,5023752,5023752,3651.625,0.221514892578125,"2026-04-23 08:20:50.427469","2026-04-23 08:20:50.78285",TRUE,NA,"20260423_081857","2026-04-23 08:18:57.625032"
3,"ibind_started",4,2,5480048,5023752,3536.984375,0.221539306640625,"2026-04-23 08:20:54.316902",NA,NA,NA,"20260423_081857","2026-04-23 08:18:57.625032"
3,"ibind_completed",4,2,5480048,5023752,3537.09375,0.221539306640625,"2026-04-23 08:20:54.316902","2026-04-23 08:20:54.706115",TRUE,NA,"20260423_081857","2026-04-23 08:18:57.625032"
4,"ibind_started",6,2,5936296,5023752,3492.59375,0.22156982421875,"2026-04-23 08:20:58.513987",NA,NA,NA,"20260423_081857","2026-04-23 08:18:57.625032"
4,"ibind_completed",6,2,5936296,5023752,3492.890625,0.22156982421875,"2026-04-23 08:20:58.513987","2026-04-23 08:20:58.890083",TRUE,NA,"20260423_081857","2026-04-23 08:18:57.625032"
5,"ibind_started",8,2,6392528,5023752,3739.53125,0.22159423828125,"2026-04-23 08:21:02.642759",NA,NA,NA,"20260423_081857","2026-04-23 08:18:57.625032"
5,"ibind_completed",8,2,6392528,5023752,3739.546875,0.22159423828125,"2026-04-23 08:21:02.642759","2026-04-23 08:21:03.018064",TRUE,NA,"20260423_081857","2026-04-23 08:18:57.625032"
6,"ibind_started",10,2,6852440,5023752,3745.90625,0.22161865234375,"2026-04-23 08:21:06.643065",NA,NA,NA,"20260423_081857","2026-04-23 08:18:57.625032"
6,"ibind_completed",10,2,6852440,5023752,3745.9375,0.22161865234375,"2026-04-23 08:21:06.643065","2026-04-23 08:21:06.995737",TRUE,NA,"20260423_081857","2026-04-23 08:18:57.625032"
7,"ibind_started",12,2,7307488,5023752,3628.484375,0.221649169921875,"2026-04-23 08:21:10.550394",NA,NA,NA,"20260423_081857","2026-04-23 08:18:57.625032"
7,"ibind_completed",12,2,7307488,5023752,3628.515625,0.221649169921875,"2026-04-23 08:21:10.550394","2026-04-23 08:21:10.935614",TRUE,NA,"20260423_081857","2026-04-23 08:18:57.625032"
8,"ibind_started",14,2,7762552,5023752,3764.90625,0.221673583984375,"2026-04-23 08:21:14.654751",NA,NA,NA,"20260423_081857","2026-04-23 08:18:57.625032"
8,"ibind_completed",14,2,7762552,5023752,3764.953125,0.221673583984375,"2026-04-23 08:21:14.654751","2026-04-23 08:21:15.03676",TRUE,NA,"20260423_081857","2026-04-23 08:18:57.625032"
9,"ibind_started",16,2,8217600,5023752,3709.4375,0.221697998046875,"2026-04-23 08:21:18.910733",NA,NA,NA,"20260423_081857","2026-04-23 08:18:57.625032"
9,"ibind_completed",16,2,8217600,5023752,3709.4375,0.221697998046875,"2026-04-23 08:21:18.910733","2026-04-23 08:21:19.26616",TRUE,NA,"20260423_081857","2026-04-23 08:18:57.625032"
10,"ibind_started",18,2,8673928,5023752,3691.203125,0.221728515625,"2026-04-23 08:21:22.911471",NA,NA,NA,"20260423_081857","2026-04-23 08:18:57.625032"
10,"ibind_completed",18,2,8673928,5023752,3691.203125,0.221728515625,"2026-04-23 08:21:22.911471","2026-04-23 08:21:23.240386",TRUE,NA,"20260423_081857","2026-04-23 08:18:57.625032"
