"batch","combine_stage","left_m","right_m","left_size_bytes","right_size_bytes","rss_mb","gc_vcells_frac","started_at","finished_at","ok","error_message","run_id","run_ts"
1,"ibind_started",0,2,NA,477144456,2902.640625,0.4624267578125,"2026-04-21 21:03:34.001568",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
1,"ibind_completed",0,2,NA,477144456,2902.640625,0.4624267578125,"2026-04-21 21:03:34.001568","2026-04-21 21:03:34.317944",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
2,"ibind_started",2,2,477144456,477144456,4261.609375,0.4741455078125,"2026-04-21 21:11:48.044257",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
2,"ibind_completed",2,2,477144456,477144456,4951.265625,0.474151611328125,"2026-04-21 21:11:48.044257","2026-04-21 21:11:52.646283",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
3,"ibind_started",4,2,521530880,477144456,3965.53125,0.4767333984375,"2026-04-21 21:32:42.911446",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
3,"ibind_completed",4,2,521530880,477144456,4661.8125,0.4767333984375,"2026-04-21 21:32:42.911446","2026-04-21 21:32:47.521664",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
4,"ibind_started",6,2,565917256,477144456,3987.296875,0.479315185546875,"2026-04-21 21:41:05.018144",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
4,"ibind_completed",6,2,565917256,477144456,4890.1875,0.479315185546875,"2026-04-21 21:41:05.018144","2026-04-21 21:41:09.716602",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
5,"ibind_started",8,2,610303616,477144456,3804.546875,0.481903076171875,"2026-04-21 22:37:00.603887",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
5,"ibind_completed",8,2,610303616,477144456,4248.78125,0.481903076171875,"2026-04-21 22:37:00.603887","2026-04-21 22:37:05.289076",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
6,"ibind_started",10,2,654693656,477144456,3754.21875,0.48448486328125,"2026-04-21 23:31:34.026947",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
6,"ibind_completed",10,2,654693656,477144456,4698.34375,0.48448486328125,"2026-04-21 23:31:34.026947","2026-04-21 23:31:38.471225",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
7,"ibind_started",12,2,699078832,477144456,3502.5,0.487066650390625,"2026-04-22 00:19:41.921501",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
7,"ibind_completed",12,2,699078832,477144456,4562.390625,0.487066650390625,"2026-04-22 00:19:41.921501","2026-04-22 00:19:46.546754",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
8,"ibind_started",14,2,743464024,477144456,3685.859375,0.4896484375,"2026-04-22 01:01:06.602109",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
8,"ibind_completed",14,2,743464024,477144456,4562.125,0.489654541015625,"2026-04-22 01:01:06.602109","2026-04-22 01:01:11.177736",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
9,"ibind_started",16,2,787849200,477144456,4140.140625,0.492236328125,"2026-04-22 01:58:31.909776",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
9,"ibind_completed",16,2,787849200,477144456,4941.625,0.492236328125,"2026-04-22 01:58:31.909776","2026-04-22 01:58:36.525062",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
10,"ibind_started",18,2,832235656,477144456,4088.984375,0.494818115234375,"2026-04-22 02:08:18.275159",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
10,"ibind_completed",18,2,832235656,477144456,4942.421875,0.494818115234375,"2026-04-22 02:08:18.275159","2026-04-22 02:08:24.08747",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
11,"ibind_started",20,2,876622048,477144456,4066.015625,0.49739990234375,"2026-04-22 02:20:15.72595",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
11,"ibind_completed",20,2,876622048,477144456,4973.78125,0.497406005859375,"2026-04-22 02:20:15.72595","2026-04-22 02:20:36.207291",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
12,"ibind_started",22,2,921008440,477144456,3910.328125,0.49998779296875,"2026-04-22 02:54:06.384876",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
12,"ibind_completed",22,2,921008440,477144456,4767.8125,0.49998779296875,"2026-04-22 02:54:06.384876","2026-04-22 02:54:12.550708",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
13,"ibind_started",24,2,965394832,477144456,4102.625,0.502569580078125,"2026-04-22 03:06:10.092882",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
13,"ibind_completed",24,2,965394832,477144456,5119.6875,0.502569580078125,"2026-04-22 03:06:10.092882","2026-04-22 03:06:16.66942",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
14,"ibind_started",26,2,1009781224,477144456,3822.328125,0.5051513671875,"2026-04-22 03:33:57.327171",NA,NA,NA,"20260421_182617","2026-04-21 18:26:17.110265"
14,"ibind_completed",26,2,1009781224,477144456,4732.125,0.5051513671875,"2026-04-22 03:33:57.327171","2026-04-22 03:34:17.69047",TRUE,NA,"20260421_182617","2026-04-21 18:26:17.110265"
